id,review,Usa,Sup,Dep,Per
5125,"I desperately want to use this app, but the keyboard freezes up about 50 of the time I try to use it. Sometimes the only way to fix it is to completely shut off the phone. It's just not worth the hassle anymore.    ",0,0,1,0
5126,I've used Swype for years and I love it but currently every word I write is wrong.    ,1,0,0,0
5127,"All of a sudden, it crashes and doesn't predict the words I'm swiping as it did before. Please fix    ",0,0,1,0
5128,This is the only thing I missed from my android. I'm so happy it works on my Apple products now    ,0,0,0,0
5129,It usually works great. But lately it has been crashing constantly. You need to fix it.    ,0,0,1,0
5130,"Functionality is fine and works better than the iPhone keyboard but the correction is absolutely retarded. Replaced what with weekday, wiring with worrying, algorithm with southern, just completely inappropriate words in sentences. Many times it's right until you hit space or add another word. Most irritating ALWAYS replaces or for four and our If the correction wasn't replaced with want designed by a four year old which it just replaced with yippe. It would be a five star app    ",1,0,1,0
5131,"When I switched from android to iOS I missed this option and was happy to see I could get it. I was even willing to purchase it with the thought that it would be as reliable as on Android. Unfortunately it has gotten worse as time goes on. It seems more and more often, the keyboard crashes on me and I have to kill the app I'm using numerous times before the keyboard will work again. Please fix this To users considering purchasing this, I would recommend not spending the money until they do an update fixing the current bugs.    ",0,0,1,0
5132,"When I call up a search and the keyboard should be popping up, a large blank gray space arrives instead. I can neither request a different keyboard nor view the keys of my Swype keyboard in this gray space. THERE ARE NO KEYS    ",1,0,0,0
5133,"This has been going on for months. In order to write this review, I went to Instagram which for some odd reason is the only app I have which gives me the option of which keyboard I want to use. In every other application the Swype keyboard is now a large gray space from which there is no escape.     ",1,0,0,0
5134,"I have used Swype on my Android phone for many years now and have never, ever had problems.    ",0,0,0,0
5135,Once again don't expect great from an app you've paid for... I'm on iOS 9 so I figured I'd try this again. No update since June so I don't have high expectations.     ,0,1,0,0
5136,The keyboard frozen all the time and it crashes sometimes. Please fix the problem.    ,0,0,1,0
5137,"The app is kind of buggy, so I won't repeat what other reviewers have already said. My only complaint is that I have to go back to the regular keyboard to use an emoji that is my complexion as I can't change the shade of emojis using the Swype keyboard. Come on guys.    ",0,0,1,0
5138,"This thing works sometimes but it's so freaking frustrating when it fails to load. It gets stuck on the numbers screen or the keyboard just plain doesn't show up. Also, it doesn't keep deleted words deleted. It seriously needs an update but it hasn't gotten one in like years.    ",0,0,1,0
5139,"Edit  HELLO Is anybody at Swype paying any attention Read these comments. We are all complaining about the same thing and from day one. I am downgrading to 4 stars. More times than not, Swype will pull up a blank keyboard that will allow no input whatsoever, I can't even change back to generic Apple keyboard when this happens. I have to power down to fix it. But it just happens again a few hours later. I can't use it anymore. It has to be fixed. AUTOCORRECT is still terrible. Still changes common words like this to an obscure word like rusty or have to gaffe, etc. STOP IT Other swiping apps are getting better. The gap is closing. You are going to lose customers if you don't remedy these issues.      ",0,0,1,0
5140,"Swype is a great app and I give it 5 stars. If you disagree, try some of the other swiping apps. That said, why is it you cannot fix the issues that have plagued the app since day one Autocorrect cannot be turned off. The toggle onoff button is useless. This is how it has always been. Of course, nobody wants it permanently off, but I'd rather that than deal with Autocorrect's habit of changing common words to the most obscure word possible. When I type awesome, why are you changing it to sardine How often do you think the word sardine is used by your average English speaker You can't fix this And finally the personal dictionary. Why have an option of manually adding words to my personal dictionary when you will add them on your own You add email addresses and other useless words to the dictionary with no input from me. These issues have been prevalent for years.    ",0,0,0,0
5141,"This is the best keyboard with Swype on the market in my opinion. That is, when it's working. If they can get this thing working properly and consistently, I would give it 5 stars easily. I love the accuracy and the layout of the keyboard. I really like how you can long press letters and they turn into the corresponding number. The other reason I gave this 2 stars is another major problem. I purchased a theme black keyboard on two separate occasions and both times I had to delete and redownload the app to hopefully get it working properly after it was acting extremely buggy. Please reimburse or give me my keyboard back.    ",0,0,1,0
5142,1 yar later and it is still garbage Still no updates which renders the app difficult to use AND there are shortcuts that obviously are not created by myself.     ,0,1,0,0
5143,"Note to the developers, try using a normal dictionary instead of a custom one our trending or even make it do that the end user can download the additional dictionaries.     ",0,0,0,0
5144,It doesn't load most times when I'm trying to use it. Getting my money back...    ,0,0,1,0
5145,I used to love this app but recently it's been acting up after I upgraded to the latest version. It would get stuck in the symbols keyboard when using Messages and wouldn't let me click anything. I can't change to another keyboard either and locks it up until restarting the phone. Please fix.    ,1,0,1,0
5146,Generally pretty decent but the iphone version has these works that drive're crazy.  Please update to fix...   ,0,1,0,0
5147,Doesn't automatically capitalize i Automatically puts period after  and  No microphone for speak to text    ,1,0,0,0
5148,"I hate hate hate trying to tap tap tap or more than a few words on a touchscreen keyboard. The Swype input style is so much faster and more comfortable for me. I was so glad when Apple finally allowed 3rd party keyboards because I really wanted to be able to use this method, having used it on my Android tablet already.    ",0,0,0,0
5149,So I'm happy with having that ability.    ,0,0,0,0
5150,"I'm not at all happy that a few times a week it freezes up, locking on the numericpunctuation keyboard, and forcing me to remove the keyboard before I can continue using the phone, and forcing me to reboot the phone to be able to use it again.    ",0,0,1,0
5151,"There are other faults, but this one is genuinely frustrating. Needs to be fixed.    ",0,0,1,0
5152,"Unfortunately, for the last few months the swipe keyboard hasn't opened up reliably in numerous programs. It's stalls the programs, and sometimes it comes back when the phone is rebooted. Right now I have it turned off, because I need to be able to work on my phone, and I can't with swype crashing every few minutes.    ",0,0,1,0
5153,With each iPhone update this program works less effectively. My phone freezes constantly and the only fix is a reboot.    ,0,1,1,0
5154,"This keyboard for some reason within the IOS environment is complete crap. Skips, freezes, provided words that aren't even close to what was intended...did I say it was crap Also this uses vast amounts of system resources and cause my iPhone 7 plus to over heat.    ",0,0,1,0
5155,Very intuitive. I don't get the bad reviews. Likely user errors. Last night my 75 year old Mother  85 year old stepfather were learning it and picked it right up. My 9 year can use it as well. High recommend.    ,0,0,0,0
5156,"But it was not good. Autocorrect after punctuation is completely out of control. I can type something, maybe, with the word year and then punctuate it, and it changed it to yearold. It does that a lot, hyphenating words when punctuating sentences.    ",1,0,0,0
5157,"My latest and greatest issue is that the keyboard doesn't appear at all, when I go to type something in. It doesn't matter what app I'm using at the time. Could be a problem with the iPhone, but started after the last update for this app.    ",0,0,1,0
5158,I have always loved and used this app. Please fix it.    ,0,0,0,0
5159,"On iPhone 6 ios, keyboard would fail to pop up frequently. Very unreliable. Does not remember frequent corrections e.g. My U will always get autocorrected to I. Hilarity ensues.App removed.    ",0,0,1,0
5160,"It refuses to open consistently in whatsapp and in other scenarios at all. Forcing me to restart my phone just to get the default keyboard back and disabling Swype. If I could get a refund I would. I never had a problem on my android phones with Swype, I'm unsure why the iOS version is so bad    ",0,0,1,0
5161,The app is great when it actually works but the last update was November 2016 and its May 2017. I love this app but I hate how it crashes more often than not.    ,0,0,1,0
5162,"Lots of bugs that cause you to quit apps midtyping, and no updates to the software in years of using it. Trying something new now, not worth the effort.    ",0,1,1,0
5163,The features are still unmatched but the updates are lacking. The keyboard doesn't even appear consistently when I select a text field. Come on Swype    ,0,0,1,0
5164,"I love using Swype. Originally started on android, then moved to iPhone. This was the first app I purchased. Recently, I've noticed my swipes haven't been giving the correct words. I haven't changed how I swipe. Very frustrating especially because it use to work so well    ",1,0,0,0
5165,"I had to have this when I switched from Android to iOS a couple of years ago. It worked well at first, but is increasingly buggy and I have to reset my phone regularly. After a blank keyboard has continuously popped up for two days, I finally deleted it tonight. Super annoying    ",0,0,1,0
5166,"Wack. This keyboard freezes up, mistypes random words, doesn't type words, etc. etc. It just froze up on me and I was unable to type any word using it today.    ",0,0,1,0
5167,"Further, random words that make no sense come up when I try to type. Type equaling retire Serioymu equaling seriously Pathetic.     ",1,0,0,0
5168,"The keyboard often locks up. Or it doesn't appear in certain apps, at different times. May work one minute and the next minute it won't. It also has a terrible capacity to predict what you are typing. It doesn't seem to learn very well    ",0,0,1,0
5169,"It is regularly inaccurate, it autocorrects, and auto spaces inconsistently. It's very buggy. It used to be a joy to type with like four years ago, but it has been a slow decline. It's almost unusable. I would of gave it two stars but still use it as my main keyboard. Hope it gets better, but if not...    ",1,0,1,0
5170,"ETA May13, 2017 i'm using speech to text right now because my app spends more time crashing I'm working. This back is soon as they fix it It won't even let me look to the regular keyboard I have to shut my phone off completely    ",0,0,1,0
5171,Here's the review I just wrote on one I tried I had been using Swype for several years. Since my first iPhone after leaving the droid platform.      ,0,0,0,0
5172,Little did I know. I reswiped the word more than three times and it wasn't even an option in the suggestion list.      ,1,0,0,0
5173,That happened on every word of my first sentence      ,0,0,0,0
5174,I tried a little longer to let it learn me but I quickly dropped it and went running back to Swype      ,0,0,0,0
5175,"When you back space to delete the wrong word in Swype, it removes the entire word it just chose. In this app, it chose a whole word just the wrong one but you have to delete each letter Ugh     ",1,0,0,0
5176,The predictions were terrible and totally non intuitive.      ,1,0,0,0
5177,"Maybe there are good features, but if it can get the basics right, I'll never know about bonus features.      ",1,0,0,0
5178,"Plus, I love how I can get emoticons to show when I Swype key words. Like smile for a      ",0,0,0,0
5179,"I gave it four stars because I get frustrated when I check that it chose the right word, but after I hit sendpostetc, I see it changed a word.      ",1,0,0,0
5180,"However I love the smart predictions, lots of shortcuts, full word edits, and that they continue to make improvements.     ",0,0,0,0
5181,"Swype used to be a good keyboard, till every word you swiped got changed to a word that is irrelevant to your conversation causing you to have to put more time into the message. Until the bugs are fixed I won't use Swype.    ",0,0,1,0
5182,"I was a swype user back when I was on Android, and I was happy to see my favorite third party input solution coming to iOS, however, they don't seem to care for updating on IOS platform nearly as much as they do on Android or have they stopped updating there as well . It often stucks at a blank screen, problems like such have not been solved throughout their super slow and very few updates. And I wonder why they support so many languages already on Android, but way less on IOS. No matter how users express their need, they just don't seem to care.    ",1,0,1,1
5183,"Rumor has it that the next iOS system update will no longer support 32 bits apps, if they don't update, it's not accessible for its users anymore.     ",0,1,0,0
5184,"Ppl at Swype, you do remember that we paid for this app, right     ",0,0,0,0
5185,"One major complaint of mine is who the heck was responsible for the word prediction algorithm It's incredibly atrocious, please fix this or at least have it better predict words and stop auto correcting words that are correct just because the algorithm thinks another word fits better when in reality it doesn't.     ",1,0,0,0
5186,I have to shut off the option because it stops working so frequently. I will either get a blank panel with no input or NOTHING. Same with my iPad. Pretty disappointed.    ,0,1,0,0
5187,"I get that this app is more focused for you to swipe with but I bought it because of the old customizations and the themes were free And oddly enough, it seems that this app has gotten significantly worse over the times. Now it just seems that SwiftKey is better in every possible way.     ",0,0,0,0
5188,Needs more frequent updates. Bugs have persisted for too long. Need to fix them fast.      ,0,1,0,0
5189,"The keyboard itself is unstable won't open reliably, most notably in Gmail and Messages.     ",0,0,1,0
5190,"I love the shortcut gestures, but some still are either buggy or aren't intelligent enough yet. Often a comma erases the letter before it and replaces it with a space also, typing emoticons is a bit of a hassle because it autocorrects the space and pushes the colon back up against the text there are similar but opposite problems with quotes and parentheses, where a space will be added where none is needed.     ",1,0,1,0
5191,"Autocorrect needs to be more obvious when it replaces a phrase. I will look at the word I just typed, see that is correct, and move on, only to sometimes catch later that an entire phrase has been replaced incorrectly. Makes for an aggravating experience. I like what they are trying to do, but the intelligence isn't there yet. Phrase replacement ought to be an option than can be turned off.      ",1,0,0,0
5192,"I've tried all the other swiping keyboards and always come back to this one because of the punctuation gesture shortcuts and how easy it is on the dark keyboard to long press for other punctuation marks. Also, I text shortcuts in iOS and would like to see Swype better incorporate those as well.     ",0,0,0,0
5193,Hope this app keeps being developed because it's great and could be so much better. A wonderful achievement so far    ,0,0,0,0
5194,"Can't use it anymore, the safari bug makes it unusable.    ",0,1,1,0
5195,"The functionality this app offers is great, speeds up typing by a lot.    ",0,0,0,0
5196,"The implementation is pretty buggy, with the keyboard not showing or freezing, and other glitches.    ",0,0,1,0
5197,"I've had Swype since it was an Android only option. After I switched to iPhone platform, I waited anxiously for Swype to release a compatible app. I've used it since, but finally had to quit and try other options. Swype crashes constantly, requiring rebooting of the phone or reloading of the app. It's infuriating. But the details on this keyboard make it awesome. Fix your bugs, and I'll come running back.    ",0,0,1,0
5198,"This keyboard I believe is probably the only keyboard on iOS which I haven't ever received a strange crash with even back when the code was buggy in iOS 8. With that being said, development cycle for this application is incredibly slow. Would be cool if they would actually fix some of the glaring issues with the keyboard. Those being related to the main reason you would use this keyboard, the swipe function is incredibly buggy. If the user does it too quickly, remnants of the slide trail before remain on the keyboard. Also the resolution of the trails is terrible and has been since keyboard launch in iOS 8. There's also random letters which the key press popup is delayed. Specially the letter Q, the last one not a huge issue but annoyingly lazy it still happens over two years later. If these couple of issues were fixed, this would 100 be best iPhone keyboard.    ",1,1,1,0
5199,I can't Swype and drive at the same time. Add a voice dictate feature like apples keyboard     ,0,0,0,0
5200,"I really missed Swype when I switched to my iPhone from my Galaxy S6 so I looked it up here and installed it. It's working alright. A big drawback is no emoji's and no capability to use voice to text in this keyboard. I have to switch between keyboards to use voice to textemoji's. In my opinion, that's kind of a fail on the part of the Nuance Communications.     ",1,0,0,0
5201,I used to love Swype but now I really add heating out. That was supposed to be am hating it. I am now reduced to typing letter by letter. How in the world does swyping am result in add Makes no sense. Now when I try to Swype the word off I invariably get pig. Please fix this.    ,1,0,0,0
5202,"Love the app, but can we get new design. Not with just flat options but some raised letters some new fun colors themes. Would be amazing if you could make the user interface better.    ",1,0,0,0
5203,"I LOVE Swype on android. However, there are a ton of issues with iPhone. This includes autocorrect with numbers, which is frustrating. What is most inconvenient is the freezing. The keyboard will freeze and I can't even switch to the regular keyboard to continue typing. Once frozen, the keyboard will not work on any app including text message and safari. The phone needs to be restarted for the keyboard to work again. This happens at least once per day and probably 12.5ft that was supposed to be 1.5 but it autocorrected times per day. Please fix these issues and put out an update    ",0,0,1,0
5204,"I hate this keyboard, it's really annoying.     ",0,0,0,0
5205,Very impressed with improvements. The old versions you would have to switch to the Swype keyboard before every use. Now that that's fixed its really nice now.    ,0,0,0,0
5206,"I had a Swype keyboard on my last LG phone and I truly can never go back. I always had a hard time punching out words with the tiny tiles and then this happened and I can respond as fast as or faster than I can receive. It's truly the most wonderful keyboard and I can't imagine typing on a mobile device without it. By now, so many are used to thumb typing but, I encourage those tappers to try swyping for a week or so you only need one hand. It's a beautiful thing    ",0,0,0,0
5207,"I bought this despite the bad reviews because it was my favorite Android keyboard. Figured the problems couldn't be nearly as bad as the reviews made it out to be. Huge mistake, this keyboard is AWFUL.     ",0,0,0,0
5208,"After this sentence, I'll stop making corrections and instead put the correct words in parentheses to show how bad the predictions are.     ",0,0,0,0
5209,"Weird words tired typed mostly on one line give this keyboard fits. The avoid android version eventually learns and gets better. This doesn't. It also rarely had has the right word in the list of choices, so you have to toe type it manually, or make really exaggerated stored swipes so it figures it out. It also likes to change stuff after Macias manual typing, wasting tins tons of time.     ",0,0,0,0
5210,"Typing numbers is another major problem. You can't long press keys to get digits like android, and the keyboard goes back to Keyes letters after one number. Do so it takes two keepers keypresses per number.     ",1,0,0,0
5211,"There's also dine some weird bus bugs like inserting 'b' or 'q' keeps keypresses at the start of typing, and freezing up. Thought I was accidentally doing it, but I just watched as I pressed the 'c' button and it inserted 'bc'.     ",1,0,0,0
5212,"This is a poor imitation of the Android version. Don't be fooled like I wss was, Dave save your money avg and skip this trash.     ",0,0,0,0
5213,It's learning algorithm needs serious work. I've had to manually type half of this because it's given me words that aren't even close.     ,1,0,0,0
5214,You don't get access to the full emoji keyboard without switching to the stock Apple emoji keyboard.     ,0,0,0,0
5215,It's extremely hard to contact the developers.     ,0,0,0,0
5216,Updates are few and far between.     ,0,0,0,0
5217,Can't even use themes unless you pay for them     ,0,0,0,0
5218,"Unfriendly user , useless features, overall waste of money, time , and even storage space on my sixty gigabit phone     ",1,0,0,0
5219,"I loved my Windows Phone, but as a prepaid user, options were nil... even for a Windows Phone user. Nice being current and relevant when it comes to apps after switching to iPhone, but the default keyboard is awful. Swype makes typing a dream. I can spit out message faster and more accurate with Swype, and without that nasty as carpal tunnel to boot. Well worth the price. Really don't understand the negative review here. Swype is perfect.    ",0,0,0,0
5220,"Even with all autocorrect off and the Apple dictionary disabled, Swype still generates nonsensical words.  That, it freezes on the numeric keyboard input, requiring a hard rest of my iPhone 6 to correct.    ",0,1,1,0
5221,I'm looking for a different app.     ,0,0,0,0
5222,"The actual input of swype odd great, but the increase in unresolved bugs and small irritating nuances have become too annoying to keep using. I will delete the app after this review but I'm hoping for improvements down the road.    ",0,0,1,0
5223,"Biggest issue is the keyboard crashes and doesn't appear frequently safari, messaging, other apps. Usually takes 30 seconds of random touchesclosing and reopening of apps before it comes back. And there is no way to switch keyboards when this happens. This started last year and hadn't gotten any better.    ",0,0,1,0
5224,Second most annoying is the keyboard switch. I use other keyboards with unique capabilities but switching between is annoying because only the swype keyboard requires a long press. And it's in a different location that every other keyboard including the default Apple keyboard. And it launches a menu instead of just switching keyboards.      ,1,0,0,0
5225,Swiping has always been great. Even really approximaterough swipes will typically surprise me and get the write word or give me the right word in the list of three closest guesses.     ,0,0,0,0
5226,Autocorrect is getting better. Updates have allowed easier learningentering of unique phrases.    ,0,0,0,0
5227,"Love swipe but A constant issue with iphone 6 is my keyboard reverts back to the stock key board every time I send a new text. They fix it but every time a new iOS comes out, it happens again. Don't get me wrong it's the only key board I use. Just wish they would fix it faster when there is an iOS update..... Update apr 2017, please update for iPhone 7 program is misspelling words constantly.    ",0,1,1,0
5228,FiX this bug it's ridiculous. It happens a lot on safari and chrome. It happens sometimes on the messages app too. IPhone 7 plus Verizon.    ,0,1,0,0
5229,"I really like this app... the only problem is... that on Safari and Google app... it shows a blank area where the keyboard should be... why.. the other browser apps .. Bing... Opera Mini... DuckDuckGo... Dolphin Pro... Puffin... and Yandex, it works fine.. no issues.. When are you going to fix this ..  I hope that you do... sorry I can only give you 2 stars...     ",1,0,0,0
5230,"I've always loved Swype. But, I have similar complaints as some of the other reviews.     ",0,0,0,0
5231,"I have autocorrect off. Just auto spacing. So when I add punctuation after pressing the 123 key, I expect the word to stay the same. Not be autocorrected to a completely different word. It's very frustrating. I usually have to hit space and then add the punctuation. It'll usually correct itself and addon the punctuation to that sentence then. Just inconvenient tho.      ",1,0,0,0
5232,"It also freezes A LOT. I'll be texting and it freezes. Or typing in something on safari. It freezes to the point where I actually need to shutdown my iphone. It just won't let me type. My phone doesn't freeze, the Swype keyboard freezes. So it's obviously the app.     ",0,0,1,0
5233,I've contemplated just using the regular keyboard now. It's more time consuming using Swype.     ,0,0,0,0
5234,"Read on, new or potential users, this review isn't all bad news and complaints     ",0,0,0,0
5235,"This would be a 5 star review if I didn't need to reinstall the keyboard just to finish typing an email or text message, or use text input literally anywhere, after switching apps or clicking outside of the input box or some other unknown arbitrary action that Swype decides it just can't handle.     ",0,0,1,0
5236,I actually came to the App Store just now not to write this review but to find a replacement for Swype.     ,0,0,0,0
5237,"I've been using Swype across all of my devices since it's earlier days, I constantly recommend it to anyone I know with an iPhone, and overall absolutely love the ease of use and functionality. Swype offers all the options I want out of a keyboard and more that I hadn't even considered. It has a beautiful and simple UI, and this definitely deserves a huge hat tip to the designers for integrating functionality with the workflow in a stylish way.    ",0,0,0,0
5238,Over past several months the keyboard will simply disappear when I try to type within any application. A large grey box appears where the keyboard should be but.. no keyboard.     ,1,0,1,0
5239,"Ok, just a bit annoying but easy to work around by clicking somewhere else on the app and then back on the text box, and the keyboard pops up normally. We're back in business.     ",1,0,0,0
5240,"Except for the other times this bug makes my iPhone unusable for typing...which is.. well, the only function a keyboard NEEDS. Once that empty grey box appears I cannot use any keyboard in any app across my entire phone. The only work around I've found is going into the iPhone settings, removing the Swype keyboard and then readding it. Specifically Settings  General  Keyboards  Keyboards  Remove Swype  Add Swype    ",0,0,1,0
5241,I really do love this app when it works. I've tried almost every other swipe style keyboard I can find and none of them compare to Swype as I explained earlier... but this bug is beyond being a mild annoyance now and is making me look for another keyboard at this very moment.     ,0,0,0,0
5242,"I've tried the most popular keyboard, each for a week. G board was probably my favorite under this one. But the predictions weren't as good as swype.      ",0,0,0,0
5243,"I do wish that this app would inherit the same features as the Android version like word selection, all select, copy and paste etc.     ",0,0,0,0
5244,"Typing with the regular keyboard is long and monotonous and starts hurting my fingers. I love Swype. But right now writing this review, I am not able to use it. Why Because there is a glitch that sometimes happens quite often once a week where the keyboard gets stuck on the symbols page and doesn't allow me to switch back to the alphabet keyboard. I have to switch back to my normal keyboard for a few hours before it starts working again. If this glitch gets fixed, it's definitely a 5 star app I'll be waiting to change my review Swype Please fix    ",0,0,1,0
5245,Keyboard gets stuck on certain apps like snapchat and imessage and cannot type. There is no way to restart the keyboard to fix the glitch. Worst part is when it freezes you can't switch keyboard so you have to disable it to use the Apple keyboard.    ,0,0,1,0
5246,"For some reason, it worked for three months, but now constantly freezes and just shows the numberpunctuation keyboard. Froze again when I started this review    ",1,0,0,1
5247,Literally unusable in iOS 11. I am uninstalling this sad dated POS    ,1,0,0,0
5248,"Swipe frequently disappears, forcing me to switch to another app, bring up a stable keyboard, and switch back. Pretty pathetic for the premier swiping keyboard. When it works it works.    ",1,0,1,0
5249,Literally crashes a few times a day. Only way to fix is to restart my phone. Fix please    ,1,0,1,0
5250,"This is an absolutely AWFUL addition to your app. I paid for this keyboard. Im now uninstalling it, there are SO MANY bugs. The words change when you hit send, the stupid emojiis are distracting and not at all welcome. I used to love Swype and promoted it to my friends in spite of the issues but not anymore.    ",1,1,1,0
5251,I've commented before there's no functional purpose requiring location services be on always or never.  This binary option is for the collection of data plain and simple.  Now popup's  Really  I got an obtrusive message about a SeaTow service which isn't available in my area by the way on screen while I was navigating.  Now I see the true purpose of Navionics alwayson location tracking.  Selling adverts.     ,1,0,0,0
5252,I thought smarter app developers were beyond this kind of nonsense.  It's simple if you need the money offer a small fee to users to AVOID this type of disturbance.  Especially while navigating  This is a pretty good app and I use Navionics software on my Raymarine systems.  But the developers are going to ruin it and lose customers with this nonsense.    ,0,0,0,0
5253,"Love the app but please make it easier to add waypoints. And quit calling them markers, they should be called waypoints.    ",1,0,0,0
5254,Used sailing up the North River currently named Hudson River.     ,0,0,0,0
5255,"When the orientation switches to landscape the details speed, heading, etc disappear. Please fix this.    ",1,0,0,0
5256,I have fished out of a kayak for a long time and have a basic depth finder. This app replaces the need to upgrade to a more expensive unit as it replaces the lake mapping.    ,0,0,0,0
5257,"If you're simply fishing specific structure lines and specific depths, especially while trolling, this can replace a depth finder completely     ",0,0,0,0
5258,Download doesn't work even while on wifi. Basically useless    ,0,1,0,0
5259,Frustrating to have to wait fir the map to draw when you pan the screen. Each screen can take 1015 seconds to appear. I like the concept and the map download so you don't need to be online to use it but man is it slow     ,0,0,0,1
5260,Asks to agree to terms EVERY time you open the app. This should only be asked during the first screen load.      ,1,0,0,0
5261,it's plotted a route through land a few times. App does not seem to shut down when closed or have a way to manualy shut it down     ,1,0,0,0
5262,We bought a new boat in Maryland and had to drive it home to the north shore of Long Island through waters we were completely unfamiliar with. The equipment on the boat was not functioning as hoped and this app came to the rescue. Our trip was plotted for us easily and the we found fuel docks with the app and navigated home easily and safely with no problems. Thank you Navionocs    ,0,0,0,0
5263,"Great app, but doesn't have the option to only use my location when I'm using the app, so it kills my battery. Please fix this feature.    ",0,0,0,0
5264,"Got this app to help me isolate points and depth for ice fishing. I live in Colorado and our lakes are small granted, but to advertise as an accurate topographical map is an insult. I have verified by boat and depth finder the inaccuracies of the app for one lake I love to fish. This may be a better application where larger bodies of water are found, but not for Colorado. I rue the purchase.    ",0,0,0,0
5265,What you see today might not be what you see tomorrow.  I used this app that I purchased to fish flats with the satellite overlay.  Now they have made satellite a subscription service.  What will they take away next     ,0,0,0,0
5266,"Purchased this app after purchasing the previous version because Navionics felt it was good treatment of their customers to make them buy the same app again instead of upgrading the original version. Then after buying this version which came equipped with satellite images, they have now taken that away and require the annual subscription to Navionics plus.      ",0,0,0,0
5267,This company treats its customers almost as bad as United Airlines.     ,0,0,0,0
5268,I found the app to be ideal for USA Lakes Super helpful for navigating new waters and knowing the typography of the lake you are fishing. For a 10 app I found it to be feature rich and very user friendly.    ,0,0,0,0
5269,"You buy the app, then buy the maps, and every update they take more and more features away and make them all subscription based only. Biggest waste of money in the entire App Store.      ",0,0,0,0
5270,"This app is horribly inaccurate, it tells me depths that are no where near the actual depths of the areas, on almost every lake I've ever looked at it on, save your money, this app is trash    ",0,0,1,0
5271,The map is never right. It's says I'm 18' but when I drill and find that I'm in 8' of water    ,0,0,1,0
5272,"Good app, just wondering why I've been charged twice    ",0,0,0,0
5273,Update to previous review.  After update this app is once again outstanding.  Great detail and easy to use.    ,0,0,0,0
5274,Recent update is causing many crashes.     ,0,1,1,0
5275,Loved the app but the latest update crashes randomly and makes it impossible to use the app    ,0,1,1,0
5276,I bought the this app for both my iPad and iPhone.      ,0,0,0,0
5277,Paid for all the advance options and use the IPad as my main source for boating navigation since it updates very easily when it's connected to the Internet.    ,0,0,0,0
5278,I have saved all my fishing spots and potential spots when it hit 200 spots it stop allowing me to save anymore.  You can not buy anymore waypoints so now I have to start deleting spots which I hate doing.     ,0,0,0,0
5279,I am hoping they fix this as soon as possible.    ,0,0,0,0
5280,If they don't I will have no choice but to start using another navigation app which allows more waypoints.     ,0,0,0,0
5281,I have been told by Navionics that Andriod does not have such a small limit why can't they get this fixed on IOS10     ,0,1,0,0
5282,This is a paid for app. We should not need to have to see adds in the app.      ,0,0,0,0
5283,"Also, make the app so you can use the location service be turned on only when the app is used. Other apps that have location can use this feature, this one should as well.     ",1,0,0,0
5284,Not liking the ads for more garbage. Especially while navigating my boat. Isn't my subscription enough to remove them     ,0,0,0,0
5285,I don't like how I have to force the GPS to shut off so it doesn't eat my battery.     ,1,0,0,0
5286,Really great App when it works while boating I bought it a second time because it would not update stopped working suddenly  I feel ripped off      ,0,0,0,0
5287,Now works but still will not update even though   I have over 300 days left to my paid subscription    ,0,1,0,0
5288,"I can download the app anymore,it's a Grey logo and always says installing.    ",0,1,0,0
5289,"The app worked okay until I went to renew my subscription.  I was charged 4.99 for the renewal through iTunes, but never got the renewal.  I played emailphone tag with the company, Navionics, but every time I called them it was at least a two hour wait time on hold ...TWO HOURS ON HOLD  Then, Navionics blamed iTunes and iTunes blamed Navionics for me not getting the renewal I paid 4.99 for.  Neither Navionics nor iTunes will correct this problem because they're both blaming the other for the problem.  Meanwhile, I got burned out of 4.99 FOR NOTHING.  To add insult to injury, I've paid for other in app purchases through this same app, but if I can't renew the subscription they're WORTHLESS.  At least 30.00 wasted and Navionics nor iTunes cares one bit about it.     ",0,0,0,0
5290,"What the heck happened to being able to select date range for wind predictions  Also, now I'm constantly nagged about renewing a subscription from the weather info screen with no way to turn it off.     ",1,0,0,0
5291,"I have rated this app 5 stars in the past, and for coastal navigation I would still give it at least a 4 rating.       ",0,0,0,0
5292,The BIG failure now is the the app does not navigate offshore no gps location whereas other apps like Garmin Bluecharts do work.   This is a big problem with Navionics.     ,1,0,0,0
5293,"This app is amazing for any lake, bay, or ocean. I uploaded the local lake maps of the area and already have the fishing spots ready to go with lures to match the depth of the water. This app is revolutionary and for 9.99 this will be the best tool in your tackle box.    ",0,0,0,0
5294,"Best 10 bucks I've ever spent on the boat. So helpful, can't describe. Replaced thousands of dollars in paper charts.    ",0,0,0,0
5295,"Guys, stop whining, it's a 10 app that gives you everything about the body of water your on. Or use it for planning a trip, I use it on the couch all the time.  Great app    ",0,0,0,0
5296,How do you get lakes added I bought this to use at my local lake and it's not on there. PLEASE ADD BLUE MOUNTAIN LAKE IN ARKANSAS I can see how it is very useful.    ,0,0,0,0
5297,"Definitely worth the 10 Just a heads up tho it drains your battery very fast, bring a charger. 5 renewal after a year, it will always be a part of my fishing arsenal    ",0,0,0,0
5298,I highly recommend finding another app. Navionics has the worst customer service.      ,0,0,0,0
